src,dest
TMM,ANM
BBI,BLR
TFS,FRA
PEK,CTS
TFS,BRE
DEN,DAY
EVN,SVX
AZN,TAS
TAO,BKK
ATL,DUB
KHI,LHR
CEE,MMK
YQR,LAS
LCA,WAW
MXP,LED
EWR,ZRH
BWN,CGK
DUB,DBV
TYS,MSP
TBZ,MED
HND,SYO
YFB,YTE
OTP,CUF
MUC,XRY
HOV,OSL
SOU,AGP
HMA,TJM
PVG,ZRH
NGO,KMJ
DUS,SKG
IST,MRS
MUC,CAG
KHN,SJW
HRB,HGH
WAW,KRK
STR,OLB
HGN,CNX
NAY,IQN
HFE,TYN
AQG,CAN
TAL,FAI
VCE,LIL
MAD,TFS
SFJ,JHS
NCL,BCN
ATH,DUS
DUR,MQP
LGW,CPH
IBZ,BSL
YYC,PSP
YNZ,XMN
CLJ,CRL
AMM,VIE
IXR,DEL
SZX,CKG
SHA,AQG
ADB,ESB
NAN,SVU
MAD,ALC
PSC,LAS
ZQW,PMI
WGA,SYD
PUF,LYS
BLL,CCF
HYD,DMM
AHO,MXP
NCL,GRO
DTW,EVV
YYZ,VCE
YYZ,WAW
SHJ,KBP
IAD,SCE
SEA,EWR
BCN,BOG
MAD,CLJ
IST,ROV
KGS,GLA
HSV,IAH
FLL,BQN
DOH,CGK
HAM,CFU
MSP,PUJ
CCS,CUM
ATL,FAY
ARN,CTA
NPE,AKL
PHL,AUS
PTY,PAP
DEL,TAS
CLT,ORF
SEA,ATL
THE,BSB
HAN,VII
SVO,BAX
CAI,DME
MIR,BRU
YGT,YFB
BSL,ADB
OTP,SVO
PAD,ACE
KUL,JHB
URC,OSS
RYG,MAD
MLA,TUN
KTW,KUT
LED,HEL
GIG,SCL
AMA,DEN
DCA,CAE
VKO,VNO
KHZ,KXU
ECN,IST
SJU,SXM
BRS,ABZ
SVX,KLV
BFS,AGP
KYA,IST
BQS,KHV
NBO,DEL
BCN,TUN
FLL,MSP
STN,AGP
SGC,OVB
SJU,FRA
YYZ,PDL
LGW,JMK
WAW,CPH
NZH,HRB
KRK,RYG
SDQ,FLL
ORD,JAN
CMN,LAD
KIV,DWC
JUB,CAI
KKN,TOS
FNI,FEZ
PHL,AMS
SRG,BDJ
HKG,CKG
BNE,TPE
ANC,ANI
DME,MSQ
BUD,SXF
MCI,OAK
SVO,MMK
VCA,VCS
NBC,SVO
CEK,OVB
PHL,JFK
TLS,MLA
SDF,BWI
AYT,LNZ
HLD,NAY
XMN,JDZ
DAD,HGH
TLC,SJD
MAN,LIS
YHZ,MBJ
LZO,PEK
DBV,VIE
LVI,LUN
ZUH,HAK
TGK,DME
JSY,ATH
MHD,RAS
FRA,PVG
KGS,KRK
AMM,SHJ
SKG,DOK
BOS,ZRH
VAR,DME
ROB,LOS
DPL,MNL
ISB,DOH
DYU,KJA
CHQ,WRO
MUC,PRG
CMN,BKO
HND,YVR
LHR,DXB
MAD,EZE
ATH,KIV
CNF,UDI
LAS,SCK
DTW,ICN
SDF,DCA
PRG,BUD
IAH,SEA
BRI,STN
NGO,DLC
GFK,TVF
SNA,GDL
ICN,SYD
SVX,FCO
DAC,FCO
BSL,HAM
ICN,REP
ABJ,LFW
IST,SVX
HOD,AMM
FAO,BSL
THL,RGN
ISG,OKA
LGW,SCQ
YVR,CAN
ZRH,SVO
GEG,LAS
LGW,HRG
AMS,EWR
ISN,MSP
THE,PHB
DUS,SVO
SDU,CFB
MNG,MGT
BIS,SFB
UUD,IKT
LPL,GVA
BKK,HND
ZAH,DXB
LAS,MFR
EIN,PMI
BNE,CNS
MAD,LAX
FSC,LIL
AMS,NCE
MGA,IAH
TXL,DUS
BVG,VDS
CFU,LTN
BES,BCN
DWC,MLE
POL,MPM
DNK,BUS
AMS,ATL
TIJ,CUU
ORK,EDI
BGY,BTS
SLZ,GRU
XMH,RGI
EWR,BCN
MUC,KIV
TAS,KRR
BRU,CMN
YMM,YQF
YHD,YXL
HME,HRM
SLC,IDA
SLY,TQL
AHO,LTN
SVD,SLU
PQC,HAN
HER,NTE
GCM,MIA
ITM,NGS
LGB,BOS
ISB,LHE
LGW,RHO
CTU,JIQ
CSY,DME
OUA,TUN
PGD,TOL
XIY,CGD
DOH,BUD
ISC,NQY
KIH,SYZ
AGP,TRD
FCO,CLT
SXF,CFU
MLE,GAN
WLG,HLZ
PQQ,BNE
MSP,XNA
VNX,MPM
ABD,THR
BHX,GLA
SLC,SGU
MIA,GYE
AMS,AYT
DPS,BPN
YNT,TSN
CLO,MIA
KCH,KUL
MLA,DUB
WEF,CAN
GVA,SVQ
MAA,VTZ
SAW,ERZ
ACE,MAD
BKK,UTH
ISB,MUX
MRA,HBE
YXC,YVR
MAD,LPL
JFK,POP
CNX,PYY
IKA,MSQ
MDL,BKK
NOC,TFS
EXT,EGC
WWK,MAG
KMQ,NRT
DOH,PEK
THR,AWZ
LIS,IST
ANF,LIM
IAD,CAE
DCA,DAY
BES,BIA
MKE,PHL
ABJ,ALG
BCN,DUB
DMM,BLR
BMA,AAR
LIS,BLQ
DAL,BHM
PEK,RGN
HAJ,CFU
SGC,LBD
BOD,NCE
DRW,ISA
CIH,NAY
PLM,TKG
BHY,SJW
MJF,OSY
SHA,TYN
DPS,BKK
BEW,TET
LCK,PIE
VNS,BOM
TSN,NTG
PNZ,REC
ELP,AUS
YHZ,FRA
BEJ,BPN
MFM,KIX
CLT,SAT
CSX,PEK
BZR,RYG
CGO,HFE
NYO,CRL
CEK,LBD
HAK,CTU
HOU,CRP
CLT,PNS
FLN,XAP
SIN,HND
TPE,VIE
ADB,CDG
AEP,CPC
RIY,JED
YBK,YUT
CTU,ZYI
SAW,ORY
LGA,MCO
CEE,LED
BGY,RIX
JAX,PHL
LBB,HRL
MSP,MOT
ZRH,LPA
BHD,LBA
TLV,CAI
DUS,LPA
CIA,DUB
RTW,MRV
PSP,YEG
HLN,DEN
EDI,BJV
DEL,CCU
WNZ,TAO
BHX,KRK
GMP,HND
CAN,DMK
VIE,KLU
PFO,SKG
PEK,IST
SYD,CAN
IST,KCM
DOH,SGN
LGW,SKG
YRT,YXN
LAD,OPO
EWR,BWI
SID,AMS
YNA,YZV
CDG,ABJ
BDL,PHL
RHO,HER
PHL,PIT
MSY,MDW
GOT,SPU
ERF,LPA
YUL,CZM
BNC,BUX
MCO,HOU
WUH,YTY
MAN,BVC
THR,RAS
MRU,RUN
CTS,GUM
VHM,HMV
REX,CUN
STN,OTP
EDI,WIC
CGH,CNF
BKI,PVG
FLR,CAG
TPS,MLA
TXL,FKB
EWR,DCA
FUE,PAD
YIC,SZX
CAN,NGB
MUC,NAP
LKO,DED
ATH,AUH
REP,DMK
PVG,DPS
PRN,CPH
EIN,KTW
DXB,BBO
MAB,IMP
NRN,FAO
LHE,DEA
ORD,MQT
ATL,CAE
PUS,NGO
MRS,OPO
SEA,ABQ
BOO,BGO
STN,BVE
BSL,ZQW
MIA,MXP
FAO,AGP
MYR,EWR
ORD,CID
ZHA,PVG
BES,LCY
PIA,AZA
MUC,LYS
ODS,DWC
MUC,ZRH
YZY,XIY
MAD,HEL
BND,AWZ
TIP,FCO
IBE,BOG
CZX,DYG
AGP,FMM
MSP,APN
PGD,CVG
PPP,SYD
HAM,VCE
HAM,WAW
LHR,DAC
HIJ,SDJ
BUD,GYD
BSB,UDI
BHX,CPH
IAH,XNA
HAN,CXR
IBZ,PAD
MUC,AUH
MAD,PTY
SKG,CGN
KIV,LCA
TGH,VLI
IGD,IST
NKG,KHH
SJW,TVS
MAA,GOI
CRL,ZTH
EOH,MTR
ORD,MAD
ZRH,NBO
MIA,CUR
IAD,DAY
MHD,UET
SYD,MEL
BOJ,VAR
STR,CTA
JIB,HGA
HAV,CMW
SVO,LED
TUI,RUH
DMM,YNB
TBG,UNG
FCO,DAC
IAD,DKR
BKK,HYD
CLE,GSP
KER,SYZ
BHX,FUE
SDQ,MIA
PKU,BTH
HAV,ZRH
AKI,TLT
CDG,PRG
DME,SGN
OLB,AMS
KTM,AUH
PIT,IAD
VKO,FCO
CKB,MGW
LTN,GLA
NOB,TMU
PSR,NRN
CTS,ITM
DMB,DME
SAV,JFK
RAB,BUA
AHO,BGY
TXL,NAP
CTA,BRI
ALC,VXO
VLC,DUB
LTI,BYN
SOU,PMI
YNT,XIY
NAP,KTW
CJU,WNZ
BOS,BWI
XMN,JUZ
NRL,KOI
SMF,PHX
PUJ,CLE
OIT,ITM
LYS,EDI
WUH,NTG
SHE,LYI
MBS,ORD
HRG,SVO
AGR,BOM
CDG,ROB
MAD,JED
LHW,TSN
SLC,BOI
BND,RAS
ICN,CMB
CGP,AUH
LUX,TFS
CAI,CDG
RBA,MAD
FOC,KHH
BOS,DCA
CRL,AGP
DEL,IXB
KUL,KLO
SHJ,MED
REL,EQS
RUS,HIR
AMS,NWI
TRI,SFB
IKA,PEK
RDU,FLL
LED,LCA
PEK,MNL
HNL,OGG
KRR,NMA
ZRH,BKK
AUH,AMD
AGP,CRL
MWX,CJU
RHO,EIN
FCO,FRA
SHJ,TAS
LPL,NCE
WNZ,CJU
TPA,JAX
TSF,AGP
TXL,AUH
PIE,LEX
MRS,WMI
MAD,ACC
DTW,MLI
ZFN,YVQ
ALA,DMB
LIM,CDG
KKN,ALF
LIT,SFB
MUC,GRZ
SKG,NUE
CMB,FCO
OKA,CTS
AUH,FCO
MPL,FRA
CSX,XMN
SAN,PHL
ORY,OPO
SHE,BAV
ELL,JNB
YLW,YYZ
GOJ,LBD
ATL,DAY
ZAH,MHD
ORY,OSL
TUS,LAX
CGR,CWB
NBC,LED
TSE,AUH
AXT,ICN
SFO,FLL
YWG,YXE
AEB,CKG
BLR,SIN
ILO,DVO
KIN,MBJ
JFK,GVA
TPE,LAX
SIN,HYD
BHX,HRG
IAH,HSV
WLH,SON
EWR,IND
DHB,RCE
OGG,SAN
JNB,DAR
LBA,KGS
YYC,YXJ
PHX,CLE
CAN,LJG
CMN,BZV
PIE,CID
BFS,PMI
SEN,VCE
HHN,GRO
TZX,ADA
SZX,CTU
STN,PMI
MRS,IBZ
NRT,ZRH
KRF,ARN
MEM,HOU
RRG,MRU
SXF,VCE
SAL,MDE
DKR,BKO
AMS,SPC
KUF,TAS
IBZ,BHX
TSA,TYN
BUD,HHN
AMM,DMM
UBA,CNF
NSK,KUF
SJW,CSX
PNI,KWA
KAN,ABV
TUS,SFO
GEL,POA
HND,FUK
BOS,LGB
EFL,STN
TRW,MAJ
IBZ,BRN
AGM,KUS
AUA,CLT
BTS,LPL
TPE,SFO
CPH,BHX
BGW,SHJ
LEX,LGA
AMM,JED
NKG,PUS
FSD,SFB
BKK,KIX
DEN,CAK
ICN,KIJ
DOH,CAI
KIX,RMQ
SFO,MUC
PGU,AWZ
NGQ,KHG
TIV,LGW
CKG,YCU
TGD,ZRH
KRK,BGO
NGS,PVG
SAN,HOU
JER,GLA
HAJ,VCE
SOF,TXL
GOT,MUC
YSB,YYZ
TEN,CSX
BNA,CLE
DJE,MLH
NCL,CDG
TFN,BIO
VVI,LIM
HFE,SZX
PUS,CTS
NGO,SGN
ROV,AYT
SPU,FRA
KLG,RSH
TCB,FLL
CMN,CKY
SHA,YIC
HRG,HBE
ARN,TOS
BGY,SXF
CRK,KLO
AMM,DWC
RUH,HMB
PHX,MSP
JKL,KGS
CJS,CUU
DAC,KWI
CAY,ORY
IAD,SVO
TXL,GRZ
CSX,XNN
CTU,DSN
TLV,HKG
BOJ,DME
HKG,CTU
IRK,STL
FOC,SHA
BWI,AUS
ORY,SXB
VBY,GSE
MAN,KEF
KGL,BZV
CUN,YVR
SVL,HEL
VOG,TAS
CDG,NAP
GLA,IBZ
HKG,ORD
SLH,TOH
KHI,MJD
AJA,SXB
EBL,MUC
BRU,KEF
LBA,ACE
POP,EWR
ADD,JIM
SSA,MIA
HKG,CDG
NAP,GOA
POM,MXH
FKB,SKG
DEL,ALA
TAS,AZN
POM,SYD
JFK,TXL
MCO,PVD
LUX,FSC
YTY,CSX
VIE,SAW
DME,BUS
TSR,BCN
SOU,BHD
SJC,DFW
CCS,CDG
LCA,VIE
RGN,AKY
BFQ,JQE
FCO,BIO
YUL,ORY
CDG,LYS
PGU,RAS
RIX,MXP
CDG,ZRH
BIL,GGW
IAH,PEK
HLZ,AKL
SAL,BZE
DXB,BOS
CPH,BOJ
CKG,WUX
HHN,CHQ
SIN,DAD
BOS,IND
MJT,AMS
LZH,CAN
FRA,LIN
FRA,HAM
JDZ,CTU
NYO,BUD
BWI,JFK
JIU,CAN
PIT,LAS
ORD,BUF
TLL,HEL
SIN,KIX
DAL,ICT
YOL,ABV
DGA,TZA
CJU,KUV
DUJ,FKL
OPO,DLE
RGN,PNH
MYY,SIN
MDL,HEH
MAN,FCO
LAR,DEN
LHW,XIY
NBO,NLA
SOG,BGO
FCO,TGD
MNL,AUH
DME,CAI
ABE,CLT
KHG,CTU
ORY,IBZ
FLR,LYS
CCU,KUL
FLR,ZRH
SDY,BIL
ICN,PNH
BRU,FCO
HHN,TMP
SUV,SYD
LPA,OSL
CPH,PEK
PVG,MFM
RVK,TRD
ANC,ADK
VXO,OSL
NCE,TLV
ROV,VOG
MSP,ISN
EZE,CUN
DXB,SKT
AKL,HLZ
MAD,GUA
QSF,ORY
SHE,KHN
RGS,BCN
CLT,RIC
LGW,SZG
DLC,WUX
YTS,YSB
WUS,SHA
CRL,OTP
PMI,BHX
ONG,NTN
STN,KTW
HKB,FAI
MUC,CHQ
SAW,GYD
SOF,IST
VCP,JDO
MED,KRT
TPA,EWR
DEL,MAA
FAV,PPT
PKY,SUB
SOF,BLQ
BQS,YKS
JAI,SHJ
MUC,DME
ISP,TPA
NLA,NBO
SUF,VCE
TPE,TOY
NCE,MUC
DPS,BMU
YBP,PVG
KBP,SIP
MLA,OSL
PSA,NRN
LPA,DKR
DXB,SVX
PDX,YVR
BTR,CLT
YTH,YYQ
SJJ,LJU
BES,CDG
YEV,YGH
TPA,ATL
GRU,AUH
SHE,CAN
BCN,OPO
ALA,KUF
PPW,KOI
GWT,STR
EWR,CDG
DKR,MAD
YNA,ZKG
BUX,BNC
SVG,FAE
IDR,DEL
YXJ,YVR
BCN,OSL
HMO,TIJ
RVN,HEL
NAN,NOU
VLI,SON
YYR,YAY
BHX,BJV
IND,HOU
YVR,EWR
SXF,STN
MXP,STR
PVG,CDG
PER,AKL
VSA,MID
GRO,SKG
SAN,TUS
MAF,DAL
CAK,TPA
TRF,ARN
MLI,PIE
VIJ,SJU
MRS,HER
CAW,SDU
INV,BHD
MED,SAW
AMS,JNB
IAH,OAX
DXB,ADD
MRU,HKG
KHV,DME
MUX,LHE
SDJ,NGO
LOS,CDG
LAD,NBO
SAN,FAT
ZNZ,ADD
JFK,IST
VAW,BJF
LAS,JAX
VKO,AGP
TIF,AHB
AYT,BRU
NAP,KBP
ERS,OND
PRG,DUB
FSC,LUX
BFJ,CAN
JNB,VFA
XIY,HRB
TAO,NRT
SYQ,LIR
VCP,CWB
HIR,RBV
HAJ,STN
TLS,LYS
ZTH,CRL
YXC,YYC
PUF,CDG
TPS,PMF
CIA,OPO
WLG,GIS
DLH,LAS
REU,LTN
KIX,SDJ
RDU,MIA
KBP,RHO
PTY,SJU
RAB,HKN
CTA,LGW
ACX,PVG
HGH,JJN
LGW,AES
MST,GRO
GLA,LPA
JEG,JHS
LAX,PIT
ANU,SJU
CCS,LFR
DUB,CTA
RIX,LTN
TMS,RAI
HEL,DUS
CLT,JAX
HGH,YNT
ISB,RUH
FAE,BLL
MAN,TLL
PFO,EDI
LPI,CPH
CLT,MCO
BNA,AHN
RAP,DFW
CJL,ISB
RYG,RIX
BSO,MNL
DCA,CAK
LGW,EDI
PAD,FUE
BAX,SVO
ATH,LRS
ISP,DCA
SHA,SZX
DJE,NTE
CTU,DAD
BRU,TLL
TPA,MHT
MCT,JAI
AGP,MLN
BDL,YUL
SFO,MIA
FUK,HAN
ISA,OOL
NEV,SKB
NNG,RMQ
PEZ,DME
SVG,SRP
MRV,TAS
FIH,BRU
AEP,GIG
CGK,HKT
RUH,KHI
LED,SKX
JFK,NCE
CDG,BCN
TSE,DME
MKE,DTW
IEV,TSF
BOS,MVY
HNA,CTS
SJW,LHW
BLQ,MUC
DRS,BSL
GVA,LIL
MZT,MTY
SBN,MSP
BAH,COK
TUN,NTE
CEB,ILO
HMO,MXL
LKN,BOO
DLC,FUK
KIN,PTY
NNG,SIN
JAX,DEN
BWI,PIT
TPS,FKB
KMJ,NGO
CPH,RAK
GEA,KNQ
ORY,LPA
HNL,LIH
SGF,LAS
NRT,DPS
MAD,ICN
SAT,IAD
YYZ,CMH
RUN,MAA
ORY,BJA
FMO,ZRH
GSP,IAD
DEF,THR
HRB,IKT
BOS,CDG
BCN,WMI
FLR,BCN
AGP,BUD
DOH,HKG
HAS,SHJ
CMN,SAW
HHN,CIA
MJV,LBA
NRT,DME
MUC,CFU
AMS,INV
SEA,MCI
BOM,SHJ
SJU,LRM
GDL,PVR
LXS,ATH
FRA,HND
MGQ,GLK
LBA,SOU
CGH,VIX
BGY,RYG
JFK,KIN
KKA,UNK
STN,WRO
ADU,THR
AKL,LAX
KAO,HEL
NTE,LGW
KUL,PVG
NAO,SZX
CMB,TRZ
SZG,LGW
CSX,HKG
DLC,CZX
FKB,LPA
DWC,MNL
TBZ,IST
ASP,BNE
JNB,AUH
PNP,LAE
HET,NKG
MHT,EWR
CYF,BET
BCN,IBZ
BDL,DTW
VXE,LIS
LSI,INV
TGD,DME
DYU,VOG
CIY,CRL
WAW,LED
TSJ,FUK
UUS,NRT
CIA,WMI
MCT,MXP
SOW,FMN
TJA,SRE
ACC,MAD
BOO,MJF
MRS,EIN
VLC,OPO
MHT,ATL
PMI,BOD
CTU,TSA
SJW,TPE
BKO,ORY
ALC,BSL
AKL,SFO
GNY,IST
YWG,YEG
TSV,DRW
LCA,LPL
CDG,EMA
ILO,PPS
MAN,ZTH
BMI,MSP
ALG,LHR
BCN,IEV
MTY,AGU
HAN,VCL
HSG,PVG
MCY,MEL
DNH,XIY
DMM,GIZ
YYZ,FRA
RTM,VLC
BSL,OLB
FAI,TAL
BWN,MZV
LHR,JTR
SZX,HYN
PDL,AMS
HEH,THL
KNX,PER
SFJ,JSU
YYY,YUL
VKO,BTK
AUH,GRU
DEL,IST
CIA,IBZ
ATA,LIM
KGL,BJM
SJK,SDU
POM,WWK
HAN,HKG
XMN,XUZ
DFW,FLL
EXT,GLA
XIY,TNA
HFE,MFM
FLW,PDL
XMN,YNZ
NBE,MUC
ARN,FAO
DKR,CKY
AQP,CUZ
LYI,WUH
STN,SZZ
DMK,NST
LGA,DSM
ZRH,CGN
MNL,DPS
VTZ,CCU
VLI,NUS
DME,HKG
SEZ,JNB
SEA,RDM
HND,HAC
BRI,TSF
FAO,BHD
LAS,EWR
AGP,BOD
LED,RIX
SFB,TOL
LRE,WIN
JED,SHW
TUN,TLS
RUH,MUC
WXN,PVG
DEN,MEX
PDL,LGW
IBZ,BOH
VKO,KRR
GVA,BEY
KIN,GCM
YTZ,YQT
TSR,CIA
IAH,TYS
LZH,KMG
LAS,ATL
SAW,DNZ
SKG,BGY
IAH,CHS
SON,NUS
YUL,DEN
HEL,RVN
BGY,HHN
TUN,TOB
KSU,ABZ
URC,TSN
HKG,INC
MKE,STL
DUS,DLM
CAK,LGA
ABQ,DAL
CLO,MAD
TUN,VIE
CLT,EWR
GDL,SNA
HPN,ORD
STN,BIQ
DRK,SJO
PTY,AMS
POM,LAE
BVA,RBA
KMG,FOC
CLE,MSP
ISB,GIL
CIC,SFO
MCO,STL
NAS,ELH
ADB,DIY
KAL,HSL
SOM,CCS
AJI,ESB
KBP,SVO
BKK,CNX
RIX,BGY
PTY,JFK
FJR,AZI
STD,CCS
EIN,INN
MSP,FSD
RZR,THR
WMI,BLQ
CGQ,PEK
MNL,MBT
ANU,JFK
HND,CTS
BKK,SWA
SHJ,ALA
DUB,PIK
FRA,DBV
DPS,NRT
PRG,LJU
SVO,ARN
DPL,DVO
NAS,YYZ
CKG,PVG
SEA,IAH
BVA,BUD
LGW,AAL
IAH,DFW
HIA,CKG
ALB,TPA
CNS,ISA
MPM,JNB
GRO,LWO
IAH,BOG
MWZ,JRO
NAY,CIF
HKG,GUM
OSL,SRP
MEM,DTW
PUS,MNL
CZX,FOC
OUL,ALC
FMO,GRO
MYY,ODN
YNP,YDP
ARN,ADD
LPL,POZ
CLT,SLC
ATL,CAK
GDL,MDW
LOS,QUO
JOG,CGK
RIX,TRD
SVO,LHR
TAO,HGH
BUD,ATH
PWM,BWI
BRU,DLA
DTW,DEN
MXP,MRU
LCH,DFW
DBV,HAJ
DLM,SXF
OOL,KUL
CGN,DBV
CRL,ACE
RNA,HIR
PMO,NAP
HNL,OAK
LJG,ICN
BJV,ORY
FDF,SLU
DLC,PVG
JIQ,PEK
ESB,MSR
NJF,DXB
LLF,KMG
SAN,DTW
DRW,MEL
PEK,TXN
DIE,SVB
NNG,SWA
SAT,LAS
VSA,MTY
ZSA,PLS
LOS,PHC
SCL,CUN
MSY,BWI
CGH,MGF
TNO,LIR
IST,IFN
KUF,EGO
PUJ,YHZ
KUL,HKT
GOT,ALC
MSJ,HND
ACE,SVQ
EBA,ZRH
SKP,SAW
CFU,MAN
ZAG,FRA
JFK,ABQ
LAP,MTY
XKH,VTE
KRN,GEV
HRL,SAT
LIS,FCO
STL,PVR
CAN,KHH
IST,AQJ
CAH,SGN
OTP,MXP
KRL,URC
HRB,CTU
VCP,AJU
VLC,IEV
BHI,AEP
BLQ,BRI
CAI,DXB
FLL,STI
RDU,JFK
FLL,SDQ
SIN,CNX
AMS,BSL
SCN,HAM
IXD,BOM
LYS,MXP
CPO,LSC
SIN,SWA
HAV,CDG
PHL,SAN
MUX,MED
ATH,VCE
ATH,WAW
FRA,NBE
SVO,STR
NAP,BRU
MTV,TOH
MCT,TRV
ALB,DCA
FCO,ICN
PMI,BOH
SFB,CVG
CGD,KMG
CUN,YYC
JED,EJH
TTN,BNA
AMS,IAH
PBL,PMV
LBA,GLA
YXE,DEN
CGB,GRU
PUY,BVA
YYC,DFW
VCP,MCZ
QUV,QFN
SRY,BND
GVA,IAD
SAP,BZE
ATL,PBI
NCE,NCL
SMF,ACV
DFW,CCS
PEE,PRG
MDQ,AEP
AAR,AGP
RGN,NRT
SCN,LUX
YSJ,YUL
KBP,LWO
PEK,FCO
BGO,TRF
LZH,WUH
IST,ALA
FAI,CIK
OME,GAM
WUX,XIY
KWL,NNG
NGB,LJG
MUC,VCE
HLN,GTF
MUC,WAW
TPE,ICN
DXB,TAS
LED,IJK
DEL,IXC
HER,LCA
NRT,MFM
MCO,ACY
SHA,MFM
HAJ,VIE
SDQ,MAD
KRT,DOH
CCU,BKK
TRF,TRD
BOD,BSL
GUA,FLL
TSF,NRN
ZRH,MXP
JIM,ADD
CZL,IST
JUZ,SZX
DUS,MXP
HDG,CKG
BUR,PHX
IPN,CNF
RUH,BLR
LBD,NJC
ITM,NRT
LCY,GVA
YUL,YYZ
CEK,PRG
PNH,PVG
MAD,PHL
DRW,ADL
BNE,ZQN
BRW,ANC
URC,SJW
YVR,YXS
BVA,RAK
PRG,RHO
LBA,KRK
ICN,DEL
JZH,CKG
DAD,CTU
AEP,PSS
DTW,TTN
FDF,ORY
WIL,UKA
DEL,BOM
BKK,LPQ
NCL,DXB
BHM,MCO
ISB,CJL
FAO,SOU
DUS,CUR
NDR,HHN
AQI,RUH
YVR,LHR
LPA,EDI
FDH,CGN
NRT,CDG
PRG,OSL
ZRH,NRT
DUS,NRT
CKG,HKT
OXB,CKY
FRA,BLR
LIS,BSL
LGA,MDW
PGK,TJQ
BWN,KUL
HRG,CGN
ANC,JNU
DEL,BHO
SAN,STL
LIM,IGU
HAM,FRA
DFW,MIA
DEL,KBL
VLC,LPA
LAD,SPP
MCI,MCO
TLV,SVO
VLI,DLY
AUG,BOS
HAS,DMM
PEK,HSN
YXJ,YYC
CGO,RMQ
CZL,NCE
MLA,EIN
ATL,BSB
SLC,EKO
KHI,UET
ADL,ASP
PAT,CCU
LCE,RTB
BOM,DMM
ALA,OVB
YHY,YZF
YHZ,YOW
LED,SXF
HAS,JED
PVR,SAN
BEY,IKA
YYZ,GCM
TGD,CDG
DMM,MCT
HKG,DXB
TXL,VCE
WDH,FRA
TXL,WAW
DTW,YYZ
HAJ,TFS
BKK,KWI
BCN,EIN
INH,MPM
ZRH,DEL
BOM,JED
MAA,RUN
LGW,DLM
CSX,XUZ
ELQ,JED
CTU,SWA
TRS,NAP
VLC,LWO
SNW,RGN
STR,FAO
TRD,TRF
CSX,YNZ
SZX,JGS
NGS,HND
JRO,WIL
SZX,YTY
IAH,MLM
CTG,CLO
STL,MDW
URT,BKK
UDJ,IEV
LBA,CPH
XIY,TAO
DOB,LUV
DSN,NAY
BSL,CTA
JED,YYZ
CWL,BCN
FOC,KWE
PTP,ORY
REP,PUS
MXP,SSH
MSY,MEM
HOU,MSY
ROR,ICN
HOR,CVU
DAR,AMS
UPG,TTE
YVP,YPJ
NBO,LOS
WMI,TPS
YTZ,MYR
LRH,PIS
KBP,BKK
CVG,SFB
LTN,KSC
CIA,EIN
LBA,FUE
ARN,PUY
MAB,CKS
DME,SIP
YOW,YVR
CMN,FIH
OOL,SYD
SUF,VIE
SVO,FRU
EBA,ACH
HHN,STN
RSW,EWR
PRG,SXB
LAS,AMA
LDY,PIK
ANU,PTP
KWI,DAC
CGK,HND
SYX,YBP
GDN,RYG
ZRH,LTN
AMD,MAA
GYD,SCO
LTN,EDI
CAI,AHB
YYJ,YVR
TNG,LHR
NKG,YCU
BQL,ISA
CAN,BNE
SHP,PVG
MIA,SAL
PEK,WXN
DME,HRG
LPP,BGY
FMO,CFU
TSN,HAK
NNY,CGO
IAD,JST
BRN,MUC
TER,LIS
RSW,ATL
RUH,YNB
HVB,SYD
ABQ,LAX
PHL,GSP
BLQ,ALC
LEI,BCN
NSN,WLG
MDW,DEN
ADD,LAD
GVA,HAM
OUD,BVA
VKO,NER
AGH,ARN
EDI,ARN
CRL,BIQ
PEW,DXB
OOL,CBR
OKA,KIX
DAY,IAD
SAW,ATH
FRA,SJU
GVA,SEN
OUL,HEL
SVQ,VLC
IAD,MEX
SAW,MRV
LHE,AUH
MKL,MEM
HTY,IST
SIN,JOG
SGN,ICN
MZG,KNH
ZRH,GWT
MUC,STN
STL,UIN
IPI,BOG
IST,ADB
PHL,STT
FLR,CDG
BTT,FAI
YZV,YYY
DTW,CVG
PRC,LAX
SSA,MAD
DFW,SJC
AGP,NYO
DME,RHO
ERZ,SAW
KBP,LED
PVG,DXB
VIE,HRK
DAL,MAF
MDC,SOQ
EDI,LHR
ABQ,SFO
LBV,LFW
DXB,CCU
BEG,SPU
NBE,NCL
NRN,FEZ
DUS,FDH
TKU,ARN
STL,OKC
AET,HUS
RAK,BRS
MIG,LJG
RYG,BVA
DME,NSK
GVA,LUX
ALC,BHX
HOG,MBJ
KWI,FRA
LHR,TSE
TLV,LWO
LOS,DXB
BUR,OAK
GOT,HEL
MAN,PMI
SHJ,IXE
SZX,NTG
FRA,OLB
TFS,DUS
ORD,PVD
CAI,FRA
SLC,CLT
STN,FUE
BRU,PMI
MGT,MNG
SVQ,AMS
SHE,TPE
KMG,LLF
UIH,SGN
NCE,LPL
LED,PED
ANC,BET
MYR,HTS
THE,SLZ
DXB,KDH
ARN,BRU
DLA,LBV
LIS,AGP
SEA,YYJ
TJM,SVO
ITH,PHL
SBN,LAS
SYD,JNB
CDG,VCE
FAO,SID
BGO,NCE
CDG,WAW
DPS,BKI
GVA,JER
OSL,PRG
CJU,KWJ
KTW,HHN
LGW,ARN
REC,CNF
PRG,SVO
MCI,EWR
LEI,EMA
ADD,COO
CPH,KRK
CLT,PDX
MAH,BCN
